Data_ID,KPI_ID,KPI_Name,KPI_Description,KPI_Unit,KPI_Target_Type,Department_ID,Department_Name,Department_Description,Actual_Value,Target_Value,Variance,Achievement_Rate,Status,Performance_Category,Period,Date,DateTime,Year,Month,Month_Name,Quarter,Week,Day,Weekday,Notes,Created_By
112,4,Lead Generation,Number of leads generated,leads,higher_better,2,Marketing,Marketing and Customer Acquisition,1542.31,3000.0,-1457.69,51.41,Below Target,Poor,daily,2025-08-05,2025-08-05 04:56:15,2025,8,August,Q3,32,5,Tuesday,,system
113,4,Lead Generation,Number of leads generated,leads,higher_better,2,Marketing,Marketing and Customer Acquisition,1660.94,3000.0,-1339.06,55.36,Below Target,Poor,daily,2025-08-06,2025-08-06 04:56:15,2025,8,August,Q3,32,6,Wednesday,,system
114,4,Lead Generation,Number of leads generated,leads,higher_better,2,Marketing,Marketing and Customer Acquisition,4982.73,3000.0,1982.7299999999996,166.09,Above Target,Excellent,daily,2025-08-07,2025-08-07 04:56:15,2025,8,August,Q3,32,7,Thursday,,system
115,4,Lead Generation,Number of leads generated,leads,higher_better,2,Marketing,Marketing and Customer Acquisition,4813.85,3000.0,1813.8500000000004,160.46,Above Target,Excellent,daily,2025-08-08,2025-08-08 04:56:15,2025,8,August,Q3,32,8,Friday,,system
116,4,Lead Generation,Number of leads generated,leads,higher_better,2,Marketing,Marketing and Customer Acquisition,1216.79,3000.0,-1783.21,40.56,Below Target,Poor,daily,2025-08-09,2025-08-09 04:56:15,2025,8,August,Q3,32,9,Saturday,,system
117,4,Lead Generation,Number of leads generated,leads,higher_better,2,Marketing,Marketing and Customer Acquisition,3920.72,3000.0,920.7199999999998,130.69,Above Target,Excellent,daily,2025-08-10,2025-08-10 04:56:15,2025,8,August,Q3,32,10,Sunday,,system
118,4,Lead Generation,Number of leads generated,leads,higher_better,2,Marketing,Marketing and Customer Acquisition,1438.0,3000.0,-1562.0,47.93,Below Target,Poor,daily,2025-08-11,2025-08-11 04:56:15,2025,8,August,Q3,33,11,Monday,,system
119,4,Lead Generation,Number of leads generated,leads,higher_better,2,Marketing,Marketing and Customer Acquisition,1787.03,3000.0,-1212.97,59.57,Below Target,Poor,daily,2025-08-12,2025-08-12 04:56:15,2025,8,August,Q3,33,12,Tuesday,,system
120,4,Lead Generation,Number of leads generated,leads,higher_better,2,Marketing,Marketing and Customer Acquisition,4792.91,3000.0,1792.9099999999999,159.76,Above Target,Excellent,daily,2025-08-13,2025-08-13 04:56:15,2025,8,August,Q3,33,13,Wednesday,,system
121,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,118.76,100.0,18.760000000000005,118.76,Above Target,Excellent,daily,2025-07-15,2025-07-15 04:56:15,2025,7,July,Q3,29,15,Tuesday,,system
122,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,97.39,100.0,-2.6099999999999994,97.39,Below Target,Good,daily,2025-07-16,2025-07-16 04:56:15,2025,7,July,Q3,29,16,Wednesday,,system
123,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,144.09,100.0,44.09,144.09,Above Target,Excellent,daily,2025-07-17,2025-07-17 04:56:15,2025,7,July,Q3,29,17,Thursday,,system
124,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,109.53,100.0,9.530000000000001,109.53,Above Target,Excellent,daily,2025-07-18,2025-07-18 04:56:15,2025,7,July,Q3,29,18,Friday,,system
125,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,105.58,100.0,5.579999999999998,105.58,Above Target,Excellent,daily,2025-07-19,2025-07-19 04:56:15,2025,7,July,Q3,29,19,Saturday,,system
126,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,54.01,100.0,-45.99,54.01,Below Target,Poor,daily,2025-07-20,2025-07-20 04:56:15,2025,7,July,Q3,29,20,Sunday,,system
127,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,101.1,100.0,1.0999999999999943,101.1,Above Target,Excellent,daily,2025-07-21,2025-07-21 04:56:15,2025,7,July,Q3,30,21,Monday,,system
128,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,113.56,100.0,13.560000000000002,113.56,Above Target,Excellent,daily,2025-07-22,2025-07-22 04:56:15,2025,7,July,Q3,30,22,Tuesday,,system
129,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,91.33,100.0,-8.670000000000002,91.33,Below Target,Good,daily,2025-07-23,2025-07-23 04:56:15,2025,7,July,Q3,30,23,Wednesday,,system
130,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,58.89,100.0,-41.11,58.89,Below Target,Poor,daily,2025-07-24,2025-07-24 04:56:15,2025,7,July,Q3,30,24,Thursday,,system
131,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,117.17,100.0,17.17,117.17,Above Target,Excellent,daily,2025-07-25,2025-07-25 04:56:15,2025,7,July,Q3,30,25,Friday,,system
132,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,79.32,100.0,-20.680000000000007,79.32,Below Target,Fair,daily,2025-07-26,2025-07-26 04:56:15,2025,7,July,Q3,30,26,Saturday,,system
133,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,95.54,100.0,-4.459999999999994,95.54,Below Target,Good,daily,2025-07-27,2025-07-27 04:56:15,2025,7,July,Q3,30,27,Sunday,,system
134,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,142.3,100.0,42.30000000000001,142.3,Above Target,Excellent,daily,2025-07-28,2025-07-28 04:56:15,2025,7,July,Q3,31,28,Monday,,system
135,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,126.33,100.0,26.33,126.33,Above Target,Excellent,daily,2025-07-29,2025-07-29 04:56:15,2025,7,July,Q3,31,29,Tuesday,,system
136,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,109.9,100.0,9.900000000000006,109.9,Above Target,Excellent,daily,2025-07-30,2025-07-30 04:56:15,2025,7,July,Q3,31,30,Wednesday,,system
137,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,108.19,100.0,8.189999999999998,108.19,Above Target,Excellent,daily,2025-07-31,2025-07-31 04:56:15,2025,7,July,Q3,31,31,Thursday,,system
138,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,78.47,100.0,-21.53,78.47,Below Target,Fair,daily,2025-08-01,2025-08-01 04:56:15,2025,8,August,Q3,31,1,Friday,,system
139,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,60.96,100.0,-39.04,60.96,Below Target,Poor,daily,2025-08-02,2025-08-02 04:56:15,2025,8,August,Q3,31,2,Saturday,,system
140,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,146.14,100.0,46.139999999999986,146.14,Above Target,Excellent,daily,2025-08-03,2025-08-03 04:56:15,2025,8,August,Q3,31,3,Sunday,,system
141,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,90.08,100.0,-9.920000000000002,90.08,Below Target,Good,daily,2025-08-04,2025-08-04 04:56:15,2025,8,August,Q3,32,4,Monday,,system
142,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,63.59,100.0,-36.41,63.59,Below Target,Poor,daily,2025-08-05,2025-08-05 04:56:15,2025,8,August,Q3,32,5,Tuesday,,system
143,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,87.66,100.0,-12.340000000000003,87.66,Below Target,Fair,daily,2025-08-06,2025-08-06 04:56:15,2025,8,August,Q3,32,6,Wednesday,,system
144,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,128.27,100.0,28.27000000000001,128.27,Above Target,Excellent,daily,2025-08-07,2025-08-07 04:56:15,2025,8,August,Q3,32,7,Thursday,,system
145,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,147.96,100.0,47.96000000000001,147.96,Above Target,Excellent,daily,2025-08-08,2025-08-08 04:56:15,2025,8,August,Q3,32,8,Friday,,system
146,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,66.21,100.0,-33.790000000000006,66.21,Below Target,Poor,daily,2025-08-09,2025-08-09 04:56:15,2025,8,August,Q3,32,9,Saturday,,system
147,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,64.3,100.0,-35.7,64.3,Below Target,Poor,daily,2025-08-10,2025-08-10 04:56:15,2025,8,August,Q3,32,10,Sunday,,system
148,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,78.01,100.0,-21.989999999999995,78.01,Below Target,Fair,daily,2025-08-11,2025-08-11 04:56:15,2025,8,August,Q3,33,11,Monday,,system
149,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,71.86,100.0,-28.14,71.86,Below Target,Poor,daily,2025-08-12,2025-08-12 04:56:15,2025,8,August,Q3,33,12,Tuesday,,system
150,5,Cost Per Lead,Average cost to acquire a lead,$,lower_better,2,Marketing,Marketing and Customer Acquisition,79.25,100.0,-20.75,79.25,Below Target,Fair,daily,2025-08-13,2025-08-13 04:56:15,2025,8,August,Q3,33,13,Wednesday,,system
151,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,3860.25,3000.0,860.25,128.68,Above Target,Excellent,daily,2025-07-15,2025-07-15 04:56:15,2025,7,July,Q3,29,15,Tuesday,,system
152,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,3362.71,3000.0,362.71000000000004,112.09,Above Target,Excellent,daily,2025-07-16,2025-07-16 04:56:15,2025,7,July,Q3,29,16,Wednesday,,system
153,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,1507.99,3000.0,-1492.01,50.27,Below Target,Poor,daily,2025-07-17,2025-07-17 04:56:15,2025,7,July,Q3,29,17,Thursday,,system
154,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,2880.31,3000.0,-119.69000000000005,96.01,Below Target,Good,daily,2025-07-18,2025-07-18 04:56:15,2025,7,July,Q3,29,18,Friday,,system
155,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,3967.09,3000.0,967.0900000000001,132.24,Above Target,Excellent,daily,2025-07-19,2025-07-19 04:56:15,2025,7,July,Q3,29,19,Saturday,,system
156,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,2776.28,3000.0,-223.7199999999998,92.54,Below Target,Good,daily,2025-07-20,2025-07-20 04:56:15,2025,7,July,Q3,29,20,Sunday,,system
157,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,1618.08,3000.0,-1381.92,53.94,Below Target,Poor,daily,2025-07-21,2025-07-21 04:56:15,2025,7,July,Q3,30,21,Monday,,system
158,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,3511.64,3000.0,511.6399999999999,117.05,Above Target,Excellent,daily,2025-07-22,2025-07-22 04:56:15,2025,7,July,Q3,30,22,Tuesday,,system
159,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,4783.31,3000.0,1783.3100000000004,159.44,Above Target,Excellent,daily,2025-07-23,2025-07-23 04:56:15,2025,7,July,Q3,30,23,Wednesday,,system
160,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,3699.33,3000.0,699.3299999999999,123.31,Above Target,Excellent,daily,2025-07-24,2025-07-24 04:56:15,2025,7,July,Q3,30,24,Thursday,,system
161,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,1918.48,3000.0,-1081.52,63.95,Below Target,Poor,daily,2025-07-25,2025-07-25 04:56:15,2025,7,July,Q3,30,25,Friday,,system
162,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,3555.7,3000.0,555.6999999999998,118.52,Above Target,Excellent,daily,2025-07-26,2025-07-26 04:56:15,2025,7,July,Q3,30,26,Saturday,,system
163,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,1346.83,3000.0,-1653.17,44.89,Below Target,Poor,daily,2025-07-27,2025-07-27 04:56:15,2025,7,July,Q3,30,27,Sunday,,system
164,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,1234.22,3000.0,-1765.78,41.14,Below Target,Poor,daily,2025-07-28,2025-07-28 04:56:15,2025,7,July,Q3,31,28,Monday,,system
165,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,4584.28,3000.0,1584.2799999999997,152.81,Above Target,Excellent,daily,2025-07-29,2025-07-29 04:56:15,2025,7,July,Q3,31,29,Tuesday,,system
166,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,4133.14,3000.0,1133.1400000000003,137.77,Above Target,Excellent,daily,2025-07-30,2025-07-30 04:56:15,2025,7,July,Q3,31,30,Wednesday,,system
167,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,3731.17,3000.0,731.1700000000001,124.37,Above Target,Excellent,daily,2025-07-31,2025-07-31 04:56:15,2025,7,July,Q3,31,31,Thursday,,system
168,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,2334.48,3000.0,-665.52,77.82,Below Target,Fair,daily,2025-08-01,2025-08-01 04:56:15,2025,8,August,Q3,31,1,Friday,,system
169,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,1501.44,3000.0,-1498.56,50.05,Below Target,Poor,daily,2025-08-02,2025-08-02 04:56:15,2025,8,August,Q3,31,2,Saturday,,system
170,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,4275.21,3000.0,1275.21,142.51,Above Target,Excellent,daily,2025-08-03,2025-08-03 04:56:15,2025,8,August,Q3,31,3,Sunday,,system
171,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,1194.11,3000.0,-1805.89,39.8,Below Target,Poor,daily,2025-08-04,2025-08-04 04:56:15,2025,8,August,Q3,32,4,Monday,,system
172,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,3689.89,3000.0,689.8899999999999,123.0,Above Target,Excellent,daily,2025-08-05,2025-08-05 04:56:15,2025,8,August,Q3,32,5,Tuesday,,system
173,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,1742.41,3000.0,-1257.59,58.08,Below Target,Poor,daily,2025-08-06,2025-08-06 04:56:15,2025,8,August,Q3,32,6,Wednesday,,system
174,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,1885.52,3000.0,-1114.48,62.85,Below Target,Poor,daily,2025-08-07,2025-08-07 04:56:15,2025,8,August,Q3,32,7,Thursday,,system
175,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,3561.32,3000.0,561.3200000000002,118.71,Above Target,Excellent,daily,2025-08-08,2025-08-08 04:56:15,2025,8,August,Q3,32,8,Friday,,system
176,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,4032.7,3000.0,1032.6999999999998,134.42,Above Target,Excellent,daily,2025-08-09,2025-08-09 04:56:15,2025,8,August,Q3,32,9,Saturday,,system
177,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,4800.24,3000.0,1800.2399999999998,160.01,Above Target,Excellent,daily,2025-08-10,2025-08-10 04:56:15,2025,8,August,Q3,32,10,Sunday,,system
178,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,4625.27,3000.0,1625.2700000000004,154.18,Above Target,Excellent,daily,2025-08-11,2025-08-11 04:56:15,2025,8,August,Q3,33,11,Monday,,system
179,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,2069.51,3000.0,-930.4899999999998,68.98,Below Target,Poor,daily,2025-08-12,2025-08-12 04:56:15,2025,8,August,Q3,33,12,Tuesday,,system
180,6,Website Traffic,Monthly website visitors,visitors,higher_better,2,Marketing,Marketing and Customer Acquisition,2928.6,3000.0,-71.40000000000009,97.62,Below Target,Good,daily,2025-08-13,2025-08-13 04:56:15,2025,8,August,Q3,33,13,Wednesday,,system
181,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,93.69,80.0,13.689999999999998,117.11,Above Target,Excellent,daily,2025-07-15,2025-07-15 04:56:15,2025,7,July,Q3,29,15,Tuesday,,system
182,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,87.93,80.0,7.930000000000007,109.91,Above Target,Excellent,daily,2025-07-16,2025-07-16 04:56:15,2025,7,July,Q3,29,16,Wednesday,,system
183,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,89.82,80.0,9.819999999999993,112.27,Above Target,Excellent,daily,2025-07-17,2025-07-17 04:56:15,2025,7,July,Q3,29,17,Thursday,,system
184,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,72.21,80.0,-7.790000000000006,90.26,Below Target,Good,daily,2025-07-18,2025-07-18 04:56:15,2025,7,July,Q3,29,18,Friday,,system
185,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,72.85,80.0,-7.150000000000006,91.06,Below Target,Good,daily,2025-07-19,2025-07-19 04:56:15,2025,7,July,Q3,29,19,Saturday,,system
186,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,79.99,80.0,-0.010000000000005116,99.99,Below Target,Good,daily,2025-07-20,2025-07-20 04:56:15,2025,7,July,Q3,29,20,Sunday,,system
187,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,61.21,80.0,-18.79,76.51,Below Target,Fair,daily,2025-07-21,2025-07-21 04:56:15,2025,7,July,Q3,30,21,Monday,,system
188,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,61.0,80.0,-19.0,76.25,Below Target,Fair,daily,2025-07-22,2025-07-22 04:56:15,2025,7,July,Q3,30,22,Tuesday,,system
189,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,67.33,80.0,-12.670000000000002,84.16,Below Target,Fair,daily,2025-07-23,2025-07-23 04:56:15,2025,7,July,Q3,30,23,Wednesday,,system
190,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,90.13,80.0,10.129999999999995,112.66,Above Target,Excellent,daily,2025-07-24,2025-07-24 04:56:15,2025,7,July,Q3,30,24,Thursday,,system
191,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,89.37,80.0,9.370000000000005,111.71,Above Target,Excellent,daily,2025-07-25,2025-07-25 04:56:15,2025,7,July,Q3,30,25,Friday,,system
192,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,70.54,80.0,-9.459999999999994,88.17,Below Target,Fair,daily,2025-07-26,2025-07-26 04:56:15,2025,7,July,Q3,30,26,Saturday,,system
193,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,73.4,80.0,-6.599999999999994,91.75,Below Target,Good,daily,2025-07-27,2025-07-27 04:56:15,2025,7,July,Q3,30,27,Sunday,,system
194,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,86.68,80.0,6.680000000000007,108.35,Above Target,Excellent,daily,2025-07-28,2025-07-28 04:56:15,2025,7,July,Q3,31,28,Monday,,system
195,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,72.03,80.0,-7.969999999999999,90.04,Below Target,Good,daily,2025-07-29,2025-07-29 04:56:15,2025,7,July,Q3,31,29,Tuesday,,system
196,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,66.47,80.0,-13.530000000000001,83.09,Below Target,Fair,daily,2025-07-30,2025-07-30 04:56:15,2025,7,July,Q3,31,30,Wednesday,,system
197,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,86.91,80.0,6.909999999999997,108.64,Above Target,Excellent,daily,2025-07-31,2025-07-31 04:56:15,2025,7,July,Q3,31,31,Thursday,,system
198,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,63.73,80.0,-16.270000000000003,79.66,Below Target,Fair,daily,2025-08-01,2025-08-01 04:56:15,2025,8,August,Q3,31,1,Friday,,system
199,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,75.91,80.0,-4.090000000000003,94.89,Below Target,Good,daily,2025-08-02,2025-08-02 04:56:15,2025,8,August,Q3,31,2,Saturday,,system
200,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,71.36,80.0,-8.64,89.2,Below Target,Fair,daily,2025-08-03,2025-08-03 04:56:15,2025,8,August,Q3,31,3,Sunday,,system
201,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,60.06,80.0,-19.939999999999998,75.08,Below Target,Fair,daily,2025-08-04,2025-08-04 04:56:15,2025,8,August,Q3,32,4,Monday,,system
202,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,94.11,80.0,14.11,117.64,Above Target,Excellent,daily,2025-08-05,2025-08-05 04:56:15,2025,8,August,Q3,32,5,Tuesday,,system
203,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,60.96,80.0,-19.04,76.2,Below Target,Fair,daily,2025-08-06,2025-08-06 04:56:15,2025,8,August,Q3,32,6,Wednesday,,system
204,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,60.03,80.0,-19.97,75.04,Below Target,Fair,daily,2025-08-07,2025-08-07 04:56:15,2025,8,August,Q3,32,7,Thursday,,system
205,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,89.5,80.0,9.5,111.87,Above Target,Excellent,daily,2025-08-08,2025-08-08 04:56:15,2025,8,August,Q3,32,8,Friday,,system
206,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,66.25,80.0,-13.75,82.81,Below Target,Fair,daily,2025-08-09,2025-08-09 04:56:15,2025,8,August,Q3,32,9,Saturday,,system
207,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,87.53,80.0,7.530000000000001,109.41,Above Target,Excellent,daily,2025-08-10,2025-08-10 04:56:15,2025,8,August,Q3,32,10,Sunday,,system
208,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,91.8,80.0,11.799999999999997,114.75,Above Target,Excellent,daily,2025-08-11,2025-08-11 04:56:15,2025,8,August,Q3,33,11,Monday,,system
209,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,91.5,80.0,11.5,114.38,Above Target,Excellent,daily,2025-08-12,2025-08-12 04:56:15,2025,8,August,Q3,33,12,Tuesday,,system
210,7,Production Efficiency,Production efficiency percentage,%,higher_better,3,Operations,Operational Efficiency and Quality,74.44,80.0,-5.560000000000002,93.05,Below Target,Good,daily,2025-08-13,2025-08-13 04:56:15,2025,8,August,Q3,33,13,Wednesday,,system
211,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.46,4.5,-0.040000000000000036,99.11,Below Target,Good,daily,2025-07-15,2025-07-15 04:56:15,2025,7,July,Q3,29,15,Tuesday,,system
212,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.89,4.5,0.3899999999999997,108.67,Above Target,Excellent,daily,2025-07-16,2025-07-16 04:56:15,2025,7,July,Q3,29,16,Wednesday,,system
213,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.88,4.5,-0.6200000000000001,86.22,Below Target,Fair,daily,2025-07-17,2025-07-17 04:56:15,2025,7,July,Q3,29,17,Thursday,,system
214,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.65,4.5,0.15000000000000036,103.33,Above Target,Excellent,daily,2025-07-18,2025-07-18 04:56:15,2025,7,July,Q3,29,18,Friday,,system
215,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.65,4.5,-0.8500000000000001,81.11,Below Target,Fair,daily,2025-07-19,2025-07-19 04:56:15,2025,7,July,Q3,29,19,Saturday,,system
216,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.71,4.5,0.20999999999999996,104.67,Above Target,Excellent,daily,2025-07-20,2025-07-20 04:56:15,2025,7,July,Q3,29,20,Sunday,,system
217,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.7,4.5,-0.7999999999999998,82.22,Below Target,Fair,daily,2025-07-21,2025-07-21 04:56:15,2025,7,July,Q3,30,21,Monday,,system
218,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.07,4.5,-0.4299999999999997,90.44,Below Target,Good,daily,2025-07-22,2025-07-22 04:56:15,2025,7,July,Q3,30,22,Tuesday,,system
219,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.99,4.5,-0.5099999999999998,88.67,Below Target,Fair,daily,2025-07-23,2025-07-23 04:56:15,2025,7,July,Q3,30,23,Wednesday,,system
220,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.76,4.5,0.2599999999999998,105.78,Above Target,Excellent,daily,2025-07-24,2025-07-24 04:56:15,2025,7,July,Q3,30,24,Thursday,,system
221,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.57,4.5,0.07000000000000028,101.56,Above Target,Excellent,daily,2025-07-25,2025-07-25 04:56:15,2025,7,July,Q3,30,25,Friday,,system
